car_make,car_model,model_year,km,transmission,fuel,color,no_doors,engine_capacity,drive_type,no_cylinders,Accident_history,price
Lexus,LX450d,2021,10,Automatic,Petrol,White,4.0,5.0,            All Wheel Drive          ,8,Perfect inside out,98000
Dodge,Neon,2017,30000,Automatic,Petrol,White,4.0,1600.0,            Front Wheel Drive          ,4,Minor wear and tear,35000
Hyundai,Accent,2017,143000,Automatic,Petrol,Tan,4.0,,            Drive          ,Not Sure,Perfect inside out,21000
Toyota,Corolla,2012,110000,,,Silver,,,            Drive          ,,Perfect inside out,18000
Toyota,Fortuner,2012,218000,,,White,,,            Drive          ,,Perfect inside out,22000
Toyota,Fortuner,2013,280000,,,White,,,            Drive          ,,Perfect inside out,28000
Toyota,Camry,2008,135000,,,White,,,            Drive          ,,Perfect inside out,12000
Toyota,Fortuner,2010,270000,,,White,,,            Drive          ,,Perfect inside out,22000
Hyundai,Accent,2015,76000,,,Silver,,,            Drive          ,,Perfect inside out,18000
Toyota,Land,2011,111000,,,White,,,            Drive          ,,Perfect inside out,32000
Hyundai,Elantra,2014,136000,,,Brown,,,            Drive          ,,Perfect inside out,16000
Toyota,Fortuner,2010,220000,,,Silver,,,            Drive          ,,Perfect inside out,20000
Toyota,Land,2015,86000,,,White,,,            Drive          ,,Perfect inside out,26000
Toyota,Land,2011,280000,,,Silver,,,            Drive          ,,Perfect inside out,22000
Toyota,Camry,2014,85000,,,Silver,,,            Drive          ,,Perfect inside out,18000
Toyota,Land,2014,88000,,,White,,,            Drive          ,,Perfect inside out,40000
Toyota,Land,2011,140000,,,White,,,            Drive          ,,Perfect inside out,28000
Mazda,CX-9,2022,12250,Automatic,Petrol,Silver,5.0,2500.0,            All Wheel Drive          ,Not Sure,Perfect inside out,140000
Toyota,Camry,2009,180000,,,Silver,,,            Drive          ,,Perfect inside out,14000
Toyota,Corolla,2015,113000,,,White,,,            Drive          ,,Perfect inside out,25000
Honda,Accord,2007,220000,,,Gold,,,            Drive          ,,Perfect inside out,15000
Hyundai,Elantra,2020,198000,,,Black,,,            Drive          ,,Perfect inside out,32000
Toyota,Camry,2015,102000,,,White,,,            Drive          ,,Perfect inside out,22000
Kia,Sportage,2018,69000,,,Black,,,            Drive          ,,Perfect inside out,40000
Toyota,Camry,2018,102000,,,White,,,            Drive          ,,Perfect inside out,18000
Ford,Taurus,2011,231000,,,Black,,,            Drive          ,,Perfect inside out,20000
Toyota,Corolla,2003,139000,,,White,,,            Drive          ,,Perfect inside out,7000
Hyundai,Sonata,2018,83000,,,Black,,,            Drive          ,,Perfect inside out,38000
Toyota,Yaris,2015,185000,,,Black,,,            Drive          ,,Perfect inside out,20000
BMW,X4,2018,110000,,Petrol,Other,,,            Drive          ,4,Perfect inside out,140000
Toyota,2.5L,2022,0,Automatic,Petrol,Black,5.0,2494.0,            All Wheel Drive          ,4,Perfect inside out,125000
Land Rover,Rover,2014,200000,Automatic,,,,,            Drive          ,8,,185000
Mazda,6,2012,174000,Automatic,,,,,            Drive          ,4,,26000
Mazda,CX-9,2013,155000,Automatic,,,,,            Drive          ,6,,47000
Hyundai,Sonata,2015,82000,Automatic,,,,,            Drive          ,4,,40000
GMC,Sierra,2018,38000,Automatic,,,,,            Drive          ,8,,132000
Ford,Flex,2015,138000,Automatic,,,,,            Drive          ,6,,44000
Ford,Edge,2014,208000,Automatic,,,,,            Drive          ,6,,50000
Chrysler,300C,2014,357000,Automatic,,,,,            Drive          ,6,,44000
Toyota,Land,2013,342000,Automatic,,,,,            Drive          ,8,,125000
Kia,Cerato,2019,87000,Automatic,,,,,            Drive          ,4,,45000
Nissan,Patrol,2017,154000,Manual,,,,,            Drive          ,6,,98500
GMC,Sierra,2013,76000,Automatic,,,,,            Drive          ,8,,56000
Kia,Cadenza,2018,193000,Automatic,,Brown,,,            Drive          ,6,,66000
Audi,A5,2012,237000,Automatic,,,,,            Drive          ,4,,48000
Chevrolet,Caprice,2013,192000,Automatic,,,,,            Drive          ,8,,53000
Toyota,Yaris,2020,42000,Automatic,,,,,            Drive          ,4,,46000
Hyundai,Santa,2013,355000,Automatic,,,,,            Drive          ,6,,41000
Hyundai,Sonata,2019,132000,Automatic,,,,,            Drive          ,4,,71000
Toyota,Camry,2019,81000,Automatic,,,,,            Drive          ,4,,92000
Ford,Expedition,2011,158000,Automatic,,,,,            Drive          ,8,,46000
Kia,Sorento,2015,273000,Automatic,,,,,            Drive          ,6,,36000
Toyota,Camry,2019,208000,Automatic,,,,,            Drive          ,4,,72000
Nissan,Patrol,2016,236000,Automatic,,,,,            Drive          ,8,,120000
Chevrolet,Camaro,2014,43000,Automatic,,,,,            Drive          ,8,,135000
Hyundai,Elantra,2014,284000,Manual,,,,,            Drive          ,4,,19000
Mini,Cooper,2019,41000,Automatic,,,,,            Drive          ,3,,95000
Hyundai,Sonata,2015,195000,Automatic,,,,,            Drive          ,4,,33000
Dodge,Charger,2013,248000,Automatic,,,,,            Drive          ,6,,40000
BMW,7,2015,124000,Automatic,,,,,            Drive          ,6,,102000
BMW,X6,2014,193000,Automatic,,,,,            Drive          ,6,,100000
Kia,Cadenza,2021,45000,Automatic,,,,,            Drive          ,6,,119000
Fiat,500,2021,15000,Automatic,,,,,            Drive          ,4,,85000
Hyundai,Tucson,2017,187000,Automatic,,,,,            Drive          ,4,,71500
Jeep,Grand,2017,93000,Automatic,,,,,            Drive          ,6,,92000
Ford,Explorer,2011,233000,Automatic,,,,,            Drive          ,6,,41000
Toyota,Avalon,2012,439000,Automatic,,,,,            Drive          ,6,,18000
Ford,Mustang,2010,45000,Automatic,,,,,            Drive          ,6,,33000
BMW,7,2014,170000,Automatic,,,,,            Drive          ,6,,89000
Renault,Duster,2021,32000,Automatic,,,,,            Drive          ,4,,50000
BMW,X5,2013,157000,Automatic,,,,,            Drive          ,6,,60000
GAC,GS5,2021,26000,Automatic,,,,,            Drive          ,4,,65000
Dodge,Charger,2014,193000,Automatic,,,,,            Drive          ,8,,41000
Nissan,Pathfinder,2019,79000,Automatic,,,,,            Drive          ,6,,92000
Toyota,Fortuner,2011,223000,Manual,,,,,            Drive          ,4,,35000
Ford,Expedition,2012,179000,Automatic,,,,,            Drive          ,8,,45000
Haval,H6,2020,50000,Automatic,,,,,            Drive          ,4,,65000
Ford,Taurus,2013,296000,Automatic,,,,,            Drive          ,6,,41000
Hyundai,Tucson,2018,70000,Automatic,,,,,            Drive          ,4,,71500
Ford,Flex,2013,298000,Automatic,,,,,            Drive          ,6,,28000
Kia,Optima,2015,349000,Automatic,,,,,            Drive          ,4,,33000
BMW,7,2016,96000,Automatic,,,,,            Drive          ,8,,165000
Hyundai,Azera,2015,125000,Automatic,,,,,            Drive          ,6,,30000
Porsche,Panamera,2010,122000,Automatic,,,,,            Drive          ,8,,81500
Chevrolet,Tahoe,2012,284000,Automatic,,,,,            Drive          ,8,,37000
Suzuki,Vitara,2021,14000,Automatic,,,,,            Drive          ,4,,65000
Ford,Expedition,2014,211000,Automatic,,,,,            Drive          ,8,,62000
Nissan,X-Trail,2015,398000,Automatic,,,,,            Drive          ,4,,45000
Kia,Sportage,2016,154000,Automatic,,,,,            Drive          ,4,,45000
Lincoln,MKX,2017,118000,Automatic,,,,,            Drive          ,6,,69500
BMW,7,2020,28000,Automatic,,,,,            Drive          ,4,,310000
Honda,Civic,2017,147600,Automatic,,,,,            Drive          ,4,,46500
Infiniti,Q50,2015,100000,Automatic,,,,,            Drive          ,4,,63000
Ford,Explorer,2019,73000,Automatic,,,,,            Drive          ,6,,111000
Ford,Taurus,2017,242000,Automatic,,,,,            Drive          ,6,,65000
Toyota,Hilux,2021,25000,Manual,,,,,            Drive          ,4,,92000
Dodge,Charger,2014,277000,Automatic,,,,,            Drive          ,6,,35000
BMW,X6,2015,234000,Automatic,,,,,            Drive          ,8,,120000
Lexus,LX,2015,268000,Automatic,,,,,            Drive          ,8,,190000
Mazda,6,2016,102000,Automatic,,,,,            Drive          ,4,,45000
Land Rover,Rover,2017,104000,Automatic,,,,,            Drive          ,4,,118000
Kia,Sportage,2017,132000,Automatic,,,,,            Drive          ,4,,61500
Lexus,LS,2016,96000,Automatic,,,,,            Drive          ,8,,179000
Porsche,Cayenne,2020,5000,Automatic,,,,,            Drive          ,6,,507500
Honda,Odyssey,2013,188000,Automatic,,,,,            Drive          ,6,,42000
Hyundai,Santa,2016,195000,Automatic,,,,,            Drive          ,6,,61000
Jeep,Grand,2015,97000,Automatic,,,,,            Drive          ,6,,61000
Hyundai,Sonata,2019,103000,Automatic,,,,,            Drive          ,4,,60000
Nissan,Altima,2017,132000,Automatic,,,,,            Drive          ,4,,43500
Kia,Mohave,2017,188000,Automatic,,,,,            Drive          ,6,,54000
Chrysler,300C,2013,240000,Automatic,,,,,            Drive          ,8,,56000
Nissan,Altima,2014,199000,Automatic,,,,,            Drive          ,6,,30000
Hyundai,Santa,2016,241000,Automatic,,,,,            Drive          ,4,,50000
MG,5,2021,28000,Automatic,,,,,            Drive          ,4,,41000
Mazda,6,2016,185000,Automatic,,,,,            Drive          ,4,,51000
Changan,CS85,2021,24000,Automatic,,,,,            Drive          ,6,,85000
Toyota,Camry,2015,312000,Automatic,,,,,            Drive          ,4,,36000
BMW,7,2013,195000,Automatic,,,,,            Drive          ,6,,60000
Toyota,Rav4,2014,150000,Automatic,,,,,            Drive          ,4,,59600
Toyota,Land,2022,21000,Automatic,,,,,            Drive          ,6,,345500
Kia,Rio,2015,221000,Automatic,,,,,            Drive          ,4,,26000
Toyota,Previa,2006,159000,Automatic,Petrol,White,4.0,,            Drive          ,6,Perfect inside out,25500
Toyota,Camry,2018,61000,Automatic,Petrol,White,4.0,2487.0,            Front Wheel Drive          ,4,Perfect inside out,55000
Chevrolet,Trailblazer,2004,330000,Automatic,Petrol,Gold,5.0,3600.0,            Front Wheel Drive          ,4,Normal wear and tear with a few issues,10000
Toyota,Camry,2004,330000,Manual,Petrol,White,4.0,,            Drive          ,4,Normal wear and tear with a few issues,12000
Toyota,Camry,2017,150000,Automatic,Petrol,White,4.0,1600.0,            Front Wheel Drive          ,4,Perfect inside out,30000
Toyota,Fortuner,2013,260000,,,White,,,            Drive          ,,Perfect inside out,45000
Hyundai,Veracruz,2008,370000,,,Black,,,            Drive          ,,Perfect inside out,20000
Toyota,Fortuner,2018,130000,,,White,,,            Drive          ,,Perfect inside out,50000
Toyota,FJ,2012,300000,,,Black,,,            Drive          ,,Perfect inside out,55000
Toyota,Fortuner,2013,290000,,,White,,,            Drive          ,,Perfect inside out,40000
Toyota,Fortuner,2006,290000,,,Brown,,,            Drive          ,,Perfect inside out,40000
Hyundai,Elantra,2016,300000,,,Blue,,,            Drive          ,,Perfect inside out,36000
Chevrolet,Spark,2017,230000,,,White,,,            Drive          ,,Perfect inside out,24000
Toyota,Fortuner,2006,235000,,,Brown,,,            Drive          ,,Perfect inside out,40000
Toyota,Hilux,2006,300000,,,White,,,            Drive          ,,Perfect inside out,27000
Toyota,Camry,2014,170000,,,White,,,            Drive          ,,Perfect inside out,20000
Hyundai,i40,2015,217000,,,White,,,            Drive          ,,Perfect inside out,10000
Toyota,Corolla,2013,158000,,,White,,,            Drive          ,,Perfect inside out,8000
Hyundai,Santa,2011,129000,,,White,,,            Drive          ,,Perfect inside out,45000
Toyota,Corolla,2006,140000,,,Silver,,,            Drive          ,,Perfect inside out,8000
Toyota,Corolla,2013,222000,,,White,,,            Drive          ,,Perfect inside out,14000
Toyota,Corolla,2005,219000,,,Silver,,,            Drive          ,,Perfect inside out,6000
Toyota,Hilux,2018,153000,,,White,,,            Drive          ,,Perfect inside out,24000
Toyota,Land,2015,69000,,,Silver,,,            Drive          ,,Perfect inside out,46000
Toyota,Land,2014,70000,,,White,,,            Drive          ,,Perfect inside out,40000
Toyota,Corolla,2007,187000,,,Blue,,,            Drive          ,,Perfect inside out,6000
Hyundai,Accent,2017,104000,,,White,,,            Drive          ,,Perfect inside out,20000
Hyundai,Accent,2018,80000,,,Silver,,,            Drive          ,,Perfect inside out,17000
Toyota,Camry,2010,190000,Automatic,Petrol,White,4.0,2487.0,            Front Wheel Drive          ,4,Perfect inside out,14000
Toyota,Corolla,2013,150000,,,Silver,,,            Drive          ,,Perfect inside out,13500
Hyundai,Elantra,2020,21000,,,Black,,,            Drive          ,,Perfect inside out,35000
Hyundai,Elantra,2011,300000,,,White,,,            Drive          ,,Perfect inside out,15000
Isuzu,D-MAX,2014,234000,,,White,,,            Drive          ,,Perfect inside out,103000
Hyundai,Elantra,2015,388000,,,Red,,,            Drive          ,,Perfect inside out,18000
Kia,Sportage,2018,168000,,,White,,,            Drive          ,,Perfect inside out,20000
Toyota,Camry,2020,150000,,,White,,,            Drive          ,,Perfect inside out,45000
Chevrolet,Tahoe,2015,180000,Automatic,Petrol,White,4.0,5300.0,            All Wheel Drive          ,8,Perfect inside out,120000
Chevrolet,Tahoe,2015,180000,Automatic,Petrol,White,4.0,5300.0,            Rear Wheel Drive          ,8,Perfect inside out,120000
Volkswagen,Scirocco,2013,225930,Automatic,Petrol,Red,2.0,2000.0,            Front Wheel Drive          ,4,Perfect inside out,36900
Hyundai,Tucson,2019,53853,Automatic,Petrol,Gray,5.0,1591.0,            Front Wheel Drive          ,4,Perfect inside out,87000
Infiniti,QX80,2021,5500,Automatic,Petrol,Gray,5.0,5.0,            All Wheel Drive          ,8,Perfect inside out,310000
BMW,7,2018,45000,Automatic,Petrol,Black,5.0,1998.0,            Rear Wheel Drive          ,4,Perfect inside out,200000
Toyota,Camry,1999,363000,Manual,Petrol,Red,4.0,2500.0,            Front Wheel Drive          ,4,Minor wear and tear,13500
Audi,A6,2022,3950,Automatic,Petrol,Blue,4.0,2000.0,            Front Wheel Drive          ,4,Perfect inside out,215000
Hyundai,Sonata,2019,102000,Automatic,Petrol,Red,4.0,2359.0,            Front Wheel Drive          ,4,Perfect inside out,65000
Dodge,Durango,2013,283000,Automatic,,,,,            Drive          ,6,,35000
BMW,X5,2013,288000,Automatic,,,,,            Drive          ,6,,56000
Hyundai,Sonata,2014,180000,Automatic,,,,,            Drive          ,4,,38000
Kia,Grand,2016,330000,Automatic,,,,,            Drive          ,6,,41000
Mazda,6,2015,274000,Automatic,,,,,            Drive          ,4,,38000
Lexus,ES,2017,140000,Automatic,,,,,            Drive          ,6,,122000
Hyundai,Sonata,2017,118000,Automatic,,,,,            Drive          ,4,,35000
Chevrolet,Tahoe,2017,216000,Automatic,,,,,            Drive          ,8,,117000
Hyundai,Tucson,2013,176000,Automatic,,,,,            Drive          ,4,,36000
Chevrolet,Traverse,2015,96000,Automatic,,,,,            Drive          ,6,,40000
Genesis,G90,2018,80000,Automatic,,,,,            Drive          ,5,,160000
Toyota,Fortuner,2018,215000,Automatic,,,,,            Drive          ,4,,101500
Chrysler,200,2012,165000,Automatic,,,,,            Drive          ,6,,15000
Renault,Duster,2013,196000,Automatic,,,,,            Drive          ,4,,14000
BMW,7,2019,55000,Automatic,,,,,            Drive          ,6,,240000
Nissan,Patrol,2015,94500,Automatic,,,,,            Drive          ,8,,125000
Honda,Odyssey,2013,286000,Automatic,,,,,            Drive          ,6,,26000
Toyota,Yaris,2015,169000,Automatic,,,,,            Drive          ,4,,25000
Ford,Expedition,2014,312000,Automatic,,,,,            Drive          ,8,,50000
Chevrolet,Malibu,2020,99000,Automatic,,,,,            Drive          ,4,,61000
Mercedes-Benz,GLE,2016,99000,Automatic,,,,,            Drive          ,8,,190000
Hyundai,Grand,2022,8000,Automatic,,,,,            Drive          ,4,,152500
Mercedes-Benz,C-Class,2012,372000,Automatic,,,,,            Drive          ,4,,46000
Kia,Sportage,2017,154000,Automatic,,,,,            Drive          ,4,,45000
BMW,5,2011,178000,Automatic,,,,,            Drive          ,6,,58500
Nissan,Sentra,2016,218000,Automatic,,,,,            Drive          ,4,,25000
Hyundai,Sonata,2018,154000,Automatic,,,,,            Drive          ,4,,66000
Chevrolet,Malibu,2012,243000,Automatic,,,,,            Drive          ,4,,16000
Jeep,Grand,2017,131000,Automatic,,,,,            Drive          ,6,,96500
Hyundai,Azera,2021,62000,Automatic,,Grey,,,            Drive          ,6,,128000
Hyundai,Azera,2018,169000,Automatic,,,,,            Drive          ,6,,80000
Honda,Accord,2013,173000,Automatic,,,,,            Drive          ,6,,41000
Haval,H6,2020,55000,Automatic,,,,,            Drive          ,4,,70000
Jeep,Grand,2012,388000,Automatic,,,,,            Drive          ,8,,43000
Jaguar,XJ,2013,186000,Automatic,,,,,            Drive          ,6,,62000
BMW,X5,2011,134000,Automatic,,,,,            Drive          ,8,,59000
Haval,H6,2020,22000,Automatic,,,,,            Drive          ,4,,65000
Toyota,Camry,2019,85000,Automatic,,,,,            Drive          ,4,,93000
